销售量,品类
31.537999999999997,花菜类
43.33700000000002,花菜类
41.70399999999999,花菜类
64.257,花菜类
29.878,花菜类
59.44800000000003,花菜类
32.64799999999999,花菜类
27.70500000000001,花菜类
82.76,花菜类
53.497,花菜类
39.19100000000001,花菜类
40.90500000000001,花菜类
31.971999999999984,花菜类
38.95199999999999,花菜类
41.56099999999998,花菜类
86.64300000000001,花菜类
35.96399999999999,花菜类
24.575999999999997,花菜类
28.105,花菜类
60.771,花菜类
93.92799999999991,花菜类
67.14499999999998,花菜类
44.493,花菜类
34.490999999999985,花菜类
92.27900000000001,花菜类
108.15700000000001,花菜类
56.266000000000034,花菜类
49.580000000000005,花菜类
55.84499999999999,花菜类
37.393,花菜类
60.47000000000001,花菜类
34.81500000000001,花菜类
47.32099999999999,花菜类
48.259000000000015,花菜类
59.623999999999974,花菜类
88.361,花菜类
109.31099999999999,花菜类
91.59700000000004,花菜类
57.41199999999999,花菜类
30.899,花菜类
40.55500000000001,花菜类
26.166,花菜类
23.854,花菜类
31.113000000000003,花菜类
43.114,花菜类
22.37100000000001,花菜类
23.304999999999996,花菜类
30.297000000000004,花菜类
24.902,花菜类
28.938999999999997,花菜类
82.701,花菜类
69.06199999999997,花菜类
32.726,花菜类
51.945,花菜类
67.52699999999997,花菜类
57.35399999999999,花菜类
95.13599999999998,花菜类
121.45300000000006,花菜类
125.59100000000005,花菜类
57.592,花菜类
25.698000000000004,花菜类
63.25000000000003,花菜类
13.405999999999999,花菜类
60.30600000000001,花菜类
84.00099999999996,花菜类
77.79799999999993,花菜类
48.63999999999999,花菜类
43.620999999999995,花菜类
50.43799999999998,花菜类
77.16500000000002,花菜类
52.70099999999998,花菜类
114.0660000000002,花菜类
119.59600000000015,花菜类
74.623,花菜类
60.92700000000002,花菜类
37.136999999999986,花菜类
34.76599999999999,花菜类
28.933999999999994,花菜类
79.44100000000005,花菜类
77.33500000000001,花菜类
41.156,花菜类
25.82000000000001,花菜类
24.460000000000004,花菜类
27.342000000000002,花菜类
27.457,花菜类
72.11599999999997,花菜类
67.96799999999998,花菜类
29.017000000000007,花菜类
29.685999999999996,花菜类
20.825,花菜类
20.404999999999998,花菜类
30.644,花菜类
65.46600000000002,花菜类
78.67000000000002,花菜类
33.376000000000005,花菜类
33.42999999999999,花菜类
26.064999999999994,花菜类
31.097999999999995,花菜类
26.453999999999997,花菜类
60.290000000000006,花菜类
89.85100000000011,花菜类
37.05699999999999,花菜类
27.346000000000004,花菜类
39.823,花菜类
39.292999999999985,花菜类
33.71099999999999,花菜类
62.716999999999985,花菜类
51.01599999999999,花菜类
33.949,花菜类
33.714,花菜类
33.438,花菜类
23.092000000000002,花菜类
55.98500000000001,花菜类
31.833,花菜类
50.09000000000002,花菜类
24.728000000000005,花菜类
49.049000000000014,花菜类
51.711,花菜类
42.42700000000002,花菜类
29.703,花菜类
47.18800000000004,花菜类
57.69599999999999,花菜类
28.862000000000002,花菜类
18.846999999999998,花菜类
34.119000000000014,花菜类
30.979,花菜类
45.80700000000002,花菜类
45.21000000000001,花菜类
33.169999999999995,花菜类
33.818,花菜类
33.627,花菜类
27.552999999999997,花菜类
32.63599999999999,花菜类
48.218,花菜类
56.08600000000003,花菜类
34.554,花菜类
36.857,花菜类
50.986000000000004,花菜类
47.78800000000001,花菜类
56.587999999999994,花菜类
63.123999999999995,花菜类
37.90700000000001,花菜类
25.144000000000002,花菜类
41.327999999999996,花菜类
84.61499999999998,花菜类
69.98300000000002,花菜类
58.16900000000004,花菜类
75.497,花菜类
53.68200000000002,花菜类
122.215,花菜类
139.05600000000007,花菜类
167.05499999999984,花菜类
22.759,花菜类
16.606999999999996,花菜类
41.123,花菜类
40.493000000000016,花菜类
33.589,花菜类
56.001000000000005,花菜类
47.197,花菜类
39.444999999999986,花菜类
35.24799999999999,花菜类
30.81300000000001,花菜类
24.456,花菜类
37.410000000000004,花菜类
39.88499999999999,花菜类
70.06400000000004,花菜类
74.70400000000004,花菜类
54.382000000000026,花菜类
28.579,花菜类
40.60999999999999,花菜类
22.01,花菜类
18.952,花菜类
41.95499999999999,花菜类
64.33199999999998,花菜类
84.5860000000001,花菜类
45.65000000000001,花菜类
34.07299999999999,花菜类
25.100999999999996,花菜类
30.749000000000006,花菜类
31.282,花菜类
43.01700000000001,花菜类
41.13,花菜类
28.603,花菜类
19.791999999999998,花菜类
29.326000000000004,花菜类
29.081000000000003,花菜类
42.90200000000001,花菜类
34.376999999999995,花菜类
51.41299999999999,花菜类
30.624999999999996,花菜类
28.634000000000007,花菜类
27.331,花菜类
25.173999999999996,花菜类
48.955999999999996,花菜类
51.80500000000002,花菜类
50.11899999999998,花菜类
60.434,花菜类
26.923999999999996,花菜类
28.739999999999988,花菜类
39.10899999999998,花菜类
69.53000000000002,花菜类
68.59300000000005,花菜类
71.45599999999999,花菜类
76.70099999999998,花菜类
13.13,花菜类
26.939000000000004,花菜类
22.293999999999997,花菜类
51.97800000000001,花菜类
50.18600000000002,花菜类
47.111999999999995,花菜类
32.02700000000001,花菜类
28.593000000000014,花菜类
30.119999999999997,花菜类
27.050000000000008,花菜类
40.23200000000001,花菜类
77.63599999999997,花菜类
48.314999999999955,花菜类
25.092,花菜类
30.337999999999994,花菜类
49.74799999999998,花菜类
34.61499999999999,花菜类
47.034999999999975,花菜类
107.30900000000011,花菜类
94.26400000000011,花菜类
43.11800000000001,花菜类
26.490000000000006,花菜类
29.405000000000005,花菜类
33.858000000000004,花菜类
38.12499999999999,花菜类
57.443,花菜类
36.466000000000015,花菜类
37.613,花菜类
37.83799999999999,花菜类
34.156,花菜类
21.198999999999995,花菜类
26.046000000000003,花菜类
28.122000000000007,花菜类
37.44299999999999,花菜类
30.866000000000003,花菜类
27.768,花菜类
19.252000000000002,花菜类
24.09500000000001,花菜类
40.997000000000014,花菜类
37.34700000000001,花菜类
52.38199999999996,花菜类
27.587000000000003,花菜类
31.098000000000006,花菜类
33.90100000000001,花菜类
17.189,花菜类
33.979,花菜类
34.961999999999996,花菜类
64.23100000000001,花菜类
40.924,花菜类
29.553999999999995,花菜类
46.54699999999997,花菜类
43.95200000000001,花菜类
42.18900000000003,花菜类
52.77900000000002,花菜类
21.295999999999996,花菜类
39.165000000000006,花菜类
41.59299999999999,花菜类
43.413999999999994,花菜类
36.28400000000001,花菜类
31.415999999999993,花菜类
61.486000000000026,花菜类
42.142999999999994,花菜类
24.819,花菜类
25.106,花菜类
26.845000000000006,花菜类
13.846999999999998,花菜类
21.048000000000002,花菜类
52.46200000000001,花菜类
62.32400000000003,花菜类
73.037,花菜类
45.32600000000001,花菜类
12.989999999999997,花菜类
48.477,花菜类
34.97099999999999,花菜类
44.51099999999998,花菜类
43.614000000000004,花菜类
54.070000000000014,花菜类
26.162,花菜类
57.72299999999997,花菜类
34.885,花菜类
40.437000000000005,花菜类
71.82099999999998,花菜类
56.54199999999998,花菜类
35.78400000000001,花菜类
34.38300000000001,花菜类
27.052,花菜类
33.72,花菜类
24.972000000000005,花菜类
48.497,花菜类
45.67900000000001,花菜类
66.35499999999999,花菜类
44.901000000000025,花菜类
40.488,花菜类
61.361000000000004,花菜类
28.476000000000003,花菜类
70.59,花菜类
75.63400000000003,花菜类
24.479999999999997,花菜类
47.258,花菜类
50.12699999999999,花菜类
27.632,花菜类
39.07399999999999,花菜类
79.35299999999998,花菜类
60.809999999999995,花菜类
34.935,花菜类
46.46099999999999,花菜类
52.983,花菜类
34.223,花菜类
38.50899999999999,花菜类
50.32300000000001,花菜类
60.22900000000001,花菜类
25.066,花菜类
53.678000000000004,花菜类
58.30300000000002,花菜类
31.37599999999999,花菜类
43.63100000000001,花菜类
47.859,花菜类
66.798,花菜类
24.162,花菜类
20.641,花菜类
14.278,花菜类
26.63799999999999,花菜类
28.948000000000004,花菜类
40.41599999999999,花菜类
50.406000000000006,花菜类
56.60699999999998,花菜类
11.233,花菜类
1.054,花菜类
12.869999999999997,花菜类
3.504,花菜类
16.528,花菜类
8.103,花菜类
6.045,花菜类
9.498000000000001,花菜类
8.645,花菜类
8.906,花菜类
47.27400000000001,花菜类
34.900000000000006,花菜类
1.546,花菜类
4.5089999999999995,花菜类
9.207,花菜类
2.219,花菜类
5.452,花菜类
19.568,花菜类
35.501999999999995,花菜类
56.18100000000002,花菜类
48.287000000000006,花菜类
42.879000000000005,花菜类
8.003,花菜类
27.869,花菜类
24.967000000000002,花菜类
32.878,花菜类
51.129000000000005,花菜类
34.75099999999999,花菜类
23.172,花菜类
15.183000000000002,花菜类
14.254999999999997,花菜类
24.651,花菜类
18.06,花菜类
32.063,花菜类
11.356,花菜类
10.777,花菜类
12.702,花菜类
9.283000000000001,花菜类
13.162999999999998,花菜类
35.324999999999996,花菜类
51.647000000000034,花菜类
69.54199999999999,花菜类
56.3,花菜类
38.956,花菜类
27.236,花菜类
8.431,花菜类
46.05800000000001,花菜类
2.299,花菜类
4.863,花菜类
12.669000000000002,花菜类
23.336000000000006,花菜类
34.51100000000002,花菜类
56.81999999999998,花菜类
40.391999999999996,花菜类
41.67199999999999,花菜类
39.913000000000004,花菜类
51.13400000000001,花菜类
41.57299999999997,花菜类
23.277999999999984,花菜类
19.822999999999997,花菜类
22.221999999999994,花菜类
40.32900000000001,花菜类
4.407,花菜类
18.362000000000005,花菜类
16.528000000000002,花菜类
14.852000000000002,花菜类
23.991,花菜类
36.279999999999994,花菜类
26.794999999999995,花菜类
20.606,花菜类
16.957999999999995,花菜类
25.153999999999996,花菜类
11.947000000000003,花菜类
16.412000000000003,花菜类
18.085999999999995,花菜类
9.108,花菜类
8.749,花菜类
12.041,花菜类
15.305,花菜类
6.449,花菜类
13.574000000000002,花菜类
17.279,花菜类
28.424000000000003,花菜类
26.239999999999995,花菜类
25.844000000000005,花菜类
27.868000000000006,花菜类
23.878999999999994,花菜类
37.479000000000006,花菜类
26.725,花菜类
35.638,花菜类
28.295999999999992,花菜类
27.373,花菜类
27.65600000000001,花菜类
13.155999999999999,花菜类
18.935000000000002,花菜类
20.049,花菜类
30.581999999999994,花菜类
12.676999999999998,花菜类
12.524999999999999,花菜类
15.791000000000004,花菜类
6.018000000000002,花菜类
8.768,花菜类
14.406,花菜类
19.738999999999997,花菜类
9.755999999999998,花菜类
9.495000000000001,花菜类
12.559,花菜类
10.217000000000002,花菜类
17.510999999999996,花菜类
23.114999999999995,花菜类
21.816999999999993,花菜类
9.181999999999999,花菜类
25.736999999999995,花菜类
18.538,花菜类
18.263000000000005,花菜类
20.738999999999994,花菜类
22.86499999999999,花菜类
25.794999999999998,花菜类
14.424,花菜类
16.638999999999996,花菜类
15.059000000000001,花菜类
12.174999999999997,花菜类
14.231,花菜类
30.449999999999996,花菜类
15.655999999999997,花菜类
27.925,花菜类
13.140999999999998,花菜类
18.179000000000002,花菜类
25.768000000000004,花菜类
34.299,花菜类
42.24199999999999,花菜类
51.13299999999996,花菜类
24.901,花菜类
18.202,花菜类
14.458000000000002,花菜类
24.073000000000004,花菜类
30.134999999999987,花菜类
33.162000000000006,花菜类
28.497999999999998,花菜类
15.213000000000001,花菜类
24.145000000000003,花菜类
24.749,花菜类
17.650999999999996,花菜类
69.79300000000003,花菜类
38.272,花菜类
26.605000000000008,花菜类
38.02700000000001,花菜类
45.25699999999999,花菜类
39.687999999999974,花菜类
35.89699999999999,花菜类
31.833999999999996,花菜类
43.284000000000006,花菜类
114.26200000000007,花菜类
35.175000000000004,花菜类
54.46600000000001,花菜类
35.007,花菜类
21.815999999999995,花菜类
23.405,花菜类
37.53799999999999,花菜类
58.007000000000005,花菜类
11.754999999999999,花菜类
9.210999999999999,花菜类
16.223,花菜类
32.31800000000001,花菜类
32.03099999999999,花菜类
64.54099999999998,花菜类
74.24899999999998,花菜类
22.147,花菜类
48.876999999999974,花菜类
32.217000000000006,花菜类
58.02699999999999,花菜类
85.25300000000003,花菜类
90.90699999999998,花菜类
102.128,花菜类
13.968000000000002,花菜类
38.729,花菜类
26.228999999999996,花菜类
48.03600000000002,花菜类
45.66499999999999,花菜类
52.78399999999999,花菜类
43.144000000000005,花菜类
44.61599999999998,花菜类
25.254999999999995,花菜类
23.056999999999995,花菜类
24.982,花菜类
35.481,花菜类
37.881999999999984,花菜类
35.754000000000005,花菜类
30.547000000000004,花菜类
21.874999999999996,花菜类
20.645000000000003,花菜类
24.401000000000003,花菜类
49.66500000000001,花菜类
36.38600000000001,花菜类
28.045000000000005,花菜类
21.47000000000001,花菜类
28.796,花菜类
34.62400000000001,花菜类
25.668000000000003,花菜类
29.244000000000018,花菜类
34.072,花菜类
22.582,花菜类
22.944000000000006,花菜类
18.904999999999998,花菜类
21.880000000000006,花菜类
20.119,花菜类
29.26900000000001,花菜类
31.384000000000015,花菜类
0.632,花菜类
14.950999999999999,花菜类
15.083999999999998,花菜类
16.971,花菜类
19.221000000000004,花菜类
27.528999999999996,花菜类
30.393,花菜类
9.126999999999999,花菜类
7.721000000000001,花菜类
11.877000000000002,花菜类
12.812999999999999,花菜类
14.472999999999997,花菜类
24.29800000000001,花菜类
16.749000000000002,花菜类
13.613,花菜类
16.239000000000004,花菜类
7.624999999999998,花菜类
7.710999999999999,花菜类
14.527999999999999,花菜类
16.706999999999997,花菜类
11.679999999999996,花菜类
2.089,花菜类
30.3,花菜类
25.096999999999994,花菜类
25.701,花菜类
26.163000000000004,花菜类
16.438,花菜类
22.224000000000007,花菜类
21.248,花菜类
17.496999999999996,花菜类
10.494,花菜类
10.629000000000001,花菜类
15.591,花菜类
7.757,花菜类
6.382999999999999,花菜类
6.375,花菜类
9.796999999999999,花菜类
6.047000000000001,花菜类
10.730000000000002,花菜类
12.666,花菜类
20.254,花菜类
12.087000000000002,花菜类
7.869,花菜类
11.412999999999998,花菜类
8.548000000000002,花菜类
18.726,花菜类
19.648000000000003,花菜类
15.602999999999998,花菜类
16.833,花菜类
9.969000000000001,花菜类
9.138,花菜类
11.201999999999998,花菜类
21.478999999999996,花菜类
28.31899999999999,花菜类
23.295000000000005,花菜类
13.734000000000005,花菜类
27.601000000000003,花菜类
26.182,花菜类
18.790000000000003,花菜类
20.488,花菜类
23.375,花菜类
42.607000000000006,花菜类
29.087000000000003,花菜类
22.637999999999998,花菜类
19.261000000000003,花菜类
24.589999999999996,花菜类
21.993,花菜类
48.521,花菜类
43.781,花菜类
23.633,花菜类
15.163,花菜类
20.24,花菜类
17.603000000000005,花菜类
13.908000000000001,花菜类
26.494000000000003,花菜类
23.847,花菜类
15.361000000000002,花菜类
27.639999999999997,花菜类
19.562,花菜类
25.011,花菜类
18.567999999999998,花菜类
35.114000000000004,花菜类
42.40300000000001,花菜类
24.335999999999995,花菜类
15.853999999999996,花菜类
22.234,花菜类
20.605000000000004,花菜类
29.489,花菜类
13.897999999999994,花菜类
21.970000000000002,花菜类
23.308999999999997,花菜类
20.909000000000006,花菜类
17.045999999999996,花菜类
21.53199999999999,花菜类
13.058000000000002,花菜类
34.691,花菜类
29.698000000000004,花菜类
23.638,花菜类
23.58699999999999,花菜类
18.931,花菜类
18.079000000000004,花菜类
27.301000000000002,花菜类
29.83400000000001,花菜类
31.955999999999996,花菜类
26.019999999999992,花菜类
22.014000000000006,花菜类
23.448999999999998,花菜类
14.583,花菜类
17.639999999999997,花菜类
22.426,花菜类
36.32,花菜类
21.77200000000001,花菜类
23.306999999999995,花菜类
40.424000000000014,花菜类
47.52799999999999,花菜类
28.89700000000001,花菜类
55.851,花菜类
47.944,花菜类
27.955000000000005,花菜类
42.64000000000001,花菜类
31.185999999999996,花菜类
50.962,花菜类
48.356,花菜类
44.53499999999997,花菜类
67.45699999999997,花菜类
24.263999999999996,花菜类
64.57900000000002,花菜类
46.434999999999995,花菜类
34.033,花菜类
30.180000000000007,花菜类
59.71400000000001,花菜类
53.70499999999998,花菜类
43.190000000000005,花菜类
33.36299999999999,花菜类
43.777000000000015,花菜类
38.147,花菜类
33.655,花菜类
45.47000000000001,花菜类
45.96000000000001,花菜类
79.56500000000003,花菜类
73.96999999999997,花菜类
67.50300000000001,花菜类
60.76000000000001,花菜类
64.225,花菜类
61.87300000000001,花菜类
49.207000000000015,花菜类
82.28199999999997,花菜类
80.49299999999995,花菜类
68.436,花菜类
65.15400000000002,花菜类
72.79899999999999,花菜类
96.079,花菜类
86.982,花菜类
76.68900000000002,花菜类
75.30300000000005,花菜类
70.51800000000001,花菜类
73.029,花菜类
74.91000000000003,花菜类
102.59600000000007,花菜类
120.90699999999997,花菜类
85.39800000000005,花菜类
81.22000000000003,花菜类
87.67200000000001,花菜类
121.72500000000005,花菜类
186.1550000000001,花菜类
123.12399999999998,花菜类
82.19800000000001,花菜类
45.204,花菜类
43.039,花菜类
46.96,花菜类
63.775999999999996,花菜类
48.086000000000006,花菜类
57.99800000000001,花菜类
88.50399999999999,花菜类
45.73800000000001,花菜类
66.73800000000001,花菜类
35.26099999999999,花菜类
47.50299999999999,花菜类
42.41599999999999,花菜类
53.62599999999999,花菜类
62.544,花菜类
53.15799999999999,花菜类
39.139,花菜类
40.006999999999984,花菜类
42.527999999999984,花菜类
66.968,花菜类
72.29299999999998,花菜类
63.234000000000016,花菜类
60.96499999999999,花菜类
62.740000000000016,花菜类
35.260999999999996,花菜类
56.159000000000006,花菜类
33.063,花菜类
30.363000000000003,花菜类
95.2129999999999,花菜类
56.496000000000016,花菜类
38.943999999999996,花菜类
30.369,花菜类
36.50600000000001,花菜类
38.15200000000001,花菜类
31.661000000000012,花菜类
40.85500000000003,花菜类
64.03600000000007,花菜类
76.79100000000004,花菜类
47.777,花菜类
39.602999999999994,花菜类
63.801000000000016,花菜类
73.53699999999998,花菜类
75.88799999999998,花菜类
47.22500000000001,花菜类
41.117,花菜类
35.220000000000006,花菜类
39.756000000000014,花菜类
45.04299999999997,花菜类
56.45500000000003,花菜类
50.63900000000002,花菜类
38.303000000000004,花菜类
38.944,花菜类
18.714000000000006,花菜类
38.75200000000002,花菜类
68.42400000000005,花菜类
122.16100000000009,花菜类
97.96900000000005,花菜类
132.21200000000016,花菜类
36.972000000000016,花菜类
31.840000000000003,花菜类
31.130999999999997,花菜类
46.435,花菜类
47.408,花菜类
3.1919999999999997,花菜类
10.707999999999998,花菜类
7.624000000000002,花菜类
24.72200000000001,花菜类
38.550999999999995,花菜类
25.636000000000013,花菜类
46.356999999999985,花菜类
41.33,花菜类
55.053000000000004,花菜类
62.535999999999994,花菜类
27.822999999999997,花菜类
37.87599999999998,花菜类
40.70100000000001,花菜类
44.891,花菜类
28.131,花菜类
43.945,花菜类
68.96200000000002,花菜类
47.455999999999975,花菜类
45.501000000000005,花菜类
76.35799999999996,花菜类
33.67100000000001,花菜类
29.486000000000008,花菜类
47.279000000000025,花菜类
51.94100000000002,花菜类
27.857000000000003,花菜类
39.590999999999966,花菜类
36.05200000000001,花菜类
25.895000000000003,花菜类
29.769000000000005,花菜类
39.572999999999986,花菜类
39.37999999999998,花菜类
36.172,花菜类
30.654,花菜类
27.842999999999996,花菜类
25.709000000000007,花菜类
27.046999999999997,花菜类
24.606,花菜类
34.43300000000001,花菜类
31.341000000000015,花菜类
15.292,花菜类
31.198999999999998,花菜类
27.907999999999998,花菜类
29.707999999999995,花菜类
55.13400000000001,花菜类
61.583999999999996,花菜类
46.51599999999999,花菜类
39.869,花菜类
58.39900000000001,花菜类
104.10099999999996,花菜类
138.14199999999997,花菜类
34.133999999999986,花菜类
66.01799999999997,花菜类
89.421,花菜类
114.33700000000002,花菜类
60.14999999999999,花菜类
69.283,花菜类
43.62599999999998,花菜类
40.24900000000002,花菜类
42.68600000000001,花菜类
37.501999999999995,花菜类
33.307,花菜类
41.747000000000014,花菜类
53.285000000000004,花菜类
39.93,花菜类
39.589999999999996,花菜类
34.64599999999999,花菜类
33.83000000000001,花菜类
35.924000000000014,花菜类
30.833000000000002,花菜类
31.996000000000006,花菜类
53.417,花菜类
48.80900000000001,花菜类
33.601,花菜类
37.559999999999995,花菜类
31.355000000000004,花菜类
34.159000000000006,花菜类
38.593999999999994,花菜类
48.48800000000001,花菜类
45.805000000000014,花菜类
29.446999999999992,花菜类
29.466000000000008,花菜类
29.54000000000001,花菜类
33.28399999999999,花菜类
31.169999999999998,花菜类
44.99399999999999,花菜类
47.39600000000001,花菜类
13.220999999999998,花菜类
27.118000000000002,花菜类
23.979999999999997,花菜类
28.182000000000002,花菜类
34.915,花菜类
33.76899999999999,花菜类
47.69900000000002,花菜类
23.166000000000004,花菜类
31.210000000000008,花菜类
22.18,花菜类
22.244999999999997,花菜类
12.422999999999996,花菜类
15.802000000000003,花菜类
19.535999999999994,花菜类
10.596,花菜类
9.075999999999999,花菜类
9.683,花菜类
31.584000000000003,花菜类
48.093000000000025,花菜类
59.21699999999998,花菜类
49.39900000000001,花菜类
37.565999999999995,花菜类
35.803,花菜类
27.367999999999995,花菜类
29.48799999999999,花菜类
33.300999999999995,花菜类
28.458999999999993,花菜类
48.67499999999999,花菜类
20.459,花菜类
18.519000000000002,花菜类
26.460000000000008,花菜类
25.924999999999997,花菜类
34.60399999999998,花菜类
35.078999999999986,花菜类
39.361999999999995,花菜类
16.457,花菜类
20.022,花菜类
45.41699999999999,花菜类
23.049999999999997,花菜类
31.898999999999997,花菜类
35.69100000000002,花菜类
30.535999999999994,花菜类
18.365,花菜类
15.787999999999995,花菜类
17.265,花菜类
19.775000000000002,花菜类
18.182999999999996,花菜类
20.852000000000004,花菜类
23.472,花菜类
14.475,花菜类
16.779,花菜类
19.103000000000005,花菜类
19.807000000000006,花菜类
26.17,花菜类
40.025999999999996,花菜类
22.852999999999998,花菜类
17.856000000000005,花菜类
15.889999999999995,花菜类
21.235999999999997,花菜类
14.240000000000002,花菜类
22.80599999999999,花菜类
27.577000000000005,花菜类
25.486999999999995,花菜类
29.389,花菜类
22.36499999999999,花菜类
32.37099999999999,花菜类
32.65199999999999,花菜类
28.67500000000001,花菜类
34.08699999999999,花菜类
54.15799999999997,花菜类
17.863000000000007,花菜类
25.81,花菜类
26.422000000000004,花菜类
23.274000000000004,花菜类
21.506999999999998,花菜类
45.086999999999996,花菜类
43.64199999999998,花菜类
27.764000000000006,花菜类
26.008999999999997,花菜类
19.914,花菜类
22.68400000000001,花菜类
20.153000000000002,花菜类
27.241999999999997,花菜类
29.13,花菜类
14.808,花菜类
20.180999999999997,花菜类
15.922999999999998,花菜类
14.565000000000003,花菜类
24.235999999999997,花菜类
41.279000000000025,花菜类
36.97100000000001,花菜类
16.311999999999998,花菜类
14.652000000000001,花菜类
16.722999999999995,花菜类
19.364000000000004,花菜类
16.171999999999997,花菜类
33.24299999999999,花菜类
25.117000000000004,花菜类
22.570000000000004,花菜类
21.351,花菜类
11.835000000000004,花菜类
15.445999999999998,花菜类
13.684000000000001,花菜类
26.766000000000005,花菜类
25.47200000000001,花菜类
17.143000000000004,花菜类
10.189000000000004,花菜类
9.174999999999999,花菜类
9.804,花菜类
22.691999999999997,花菜类
26.791000000000004,花菜类
23.097999999999992,花菜类
12.362999999999998,花菜类
13.918999999999999,花菜类
16.697000000000003,花菜类
17.912,花菜类
9.279000000000002,花菜类
11.548,花菜类
10.681,花菜类
8.082999999999998,花菜类
14.272000000000002,花菜类
16.069,花菜类
24.367000000000004,花菜类
28.087,花菜类
35.374,茄类
32.199000000000005,茄类
35.89600000000001,茄类
57.066999999999986,茄类
61.815999999999995,茄类
30.727000000000004,茄类
32.112,茄类
39.669999999999995,茄类
25.921,茄类
37.86000000000001,茄类
68.27699999999997,茄类
81.70599999999999,茄类
44.379,茄类
34.74699999999999,茄类
38.169999999999995,茄类
26.586,茄类
37.25100000000002,茄类
56.58499999999999,茄类
71.77200000000005,茄类
33.946999999999996,茄类
27.094,茄类
48.246999999999986,茄类
44.14199999999999,茄类
34.969999999999985,茄类
61.873999999999974,茄类
69.52100000000002,茄类
36.121,茄类
40.34,茄类
40.77700000000002,茄类
46.311000000000014,茄类
34.092,茄类
48.80500000000001,茄类
50.89300000000001,茄类
45.19099999999999,茄类
30.591000000000005,茄类
49.472000000000016,茄类
31.596,茄类
51.79899999999997,茄类
63.76399999999999,茄类
51.83500000000001,茄类
47.663999999999994,茄类
33.571999999999996,茄类
36.009000000000015,茄类
31.109000000000005,茄类
37.825999999999986,茄类
43.27899999999999,茄类
48.36599999999999,茄类
35.014,茄类
34.01899999999999,茄类
30.346999999999998,茄类
37.957000000000015,茄类
29.693999999999992,茄类
30.422,茄类
47.316,茄类
26.874,茄类
23.272000000000006,茄类
30.722,茄类
19.129,茄类
24.597,茄类
30.675,茄类
21.641000000000005,茄类
15.942999999999998,茄类
26.329000000000004,茄类
13.873000000000001,茄类
14.171999999999999,茄类
20.233,茄类
33.730999999999995,茄类
33.397,茄类
17.365000000000002,茄类
20.623,茄类
12.040999999999997,茄类
16.915999999999997,茄类
22.01900000000001,茄类
21.411000000000005,茄类
28.737000000000005,茄类
16.134,茄类
13.242999999999999,茄类
15.194,茄类
22.924,茄类
13.805000000000003,茄类
30.405999999999995,茄类
41.474,茄类
20.868000000000002,茄类
25.81900000000001,茄类
22.515,茄类
18.900000000000002,茄类
26.529,茄类
33.51700000000001,茄类
20.532,茄类
18.401,茄类
24.719,茄类
25.865000000000002,茄类
32.482,茄类
38.76199999999999,茄类
63.53499999999999,茄类
43.849,茄类
31.128000000000004,茄类
42.317999999999984,茄类
29.085,茄类
33.49000000000001,茄类
24.288999999999998,茄类
26.814,茄类
34.72599999999999,茄类
17.876,茄类
23.118999999999996,茄类
13.742000000000004,茄类
19.447000000000003,茄类
20.139000000000003,茄类
30.555999999999994,茄类
36.360999999999976,茄类
20.029999999999994,茄类
13.777,茄类
15.326999999999998,茄类
14.724999999999998,茄类
14.426999999999996,茄类
22.221,茄类
30.136,茄类
10.796999999999999,茄类
13.444,茄类
12.238000000000001,茄类
14.436,茄类
12.191999999999998,茄类
16.498999999999995,茄类
15.407,茄类
11.378,茄类
10.846,茄类
10.702,茄类
9.067,茄类
7.22,茄类
10.878,茄类
16.905999999999995,茄类
10.062999999999999,茄类
9.574000000000002,茄类
15.584999999999999,茄类
15.508000000000003,茄类
8.044,茄类
18.145999999999994,茄类
17.736000000000004,茄类
15.672000000000002,茄类
12.224,茄类
15.946,茄类
12.807999999999996,茄类
9.803999999999998,茄类
25.149999999999995,茄类
26.933000000000003,茄类
15.902,茄类
13.896999999999998,茄类
13.199000000000002,茄类
12.867999999999999,茄类
13.175,茄类
18.759000000000007,茄类
20.701999999999998,茄类
18.290000000000003,茄类
9.270999999999997,茄类
9.603,茄类
12.913000000000002,茄类
11.517000000000001,茄类
18.692999999999998,茄类
18.881,茄类
10.537,茄类
10.904000000000002,茄类
9.89,茄类
11.411000000000001,茄类
14.918000000000001,茄类
11.964999999999998,茄类
20.845,茄类
12.715000000000002,茄类
10.295,茄类
9.313,茄类
12.154,茄类
19.541000000000004,茄类
14.524000000000003,茄类
14.385999999999997,茄类
12.997,茄类
11.078999999999999,茄类
9.4,茄类
9.801,茄类
10.328,茄类
16.190000000000005,茄类
11.874,茄类
13.266000000000002,茄类
12.741000000000003,茄类
16.317999999999998,茄类
20.724999999999994,茄类
18.037000000000006,茄类
18.302,茄类
13.385,茄类
9.866999999999999,茄类
14.439,茄类
13.689000000000002,茄类
12.560000000000002,茄类
12.049,茄类
17.964999999999996,茄类
23.755000000000003,茄类
15.840999999999998,茄类
6.304,茄类
18.643,茄类
14.644,茄类
20.108999999999998,茄类
24.612999999999996,茄类
10.266000000000002,茄类
9.303999999999998,茄类
19.321000000000005,茄类
23.411000000000005,茄类
12.333000000000002,茄类
20.333,茄类
23.807000000000006,茄类
20.040999999999997,茄类
16.078000000000003,茄类
11.937,茄类
17.792,茄类
15.072,茄类
23.083999999999996,茄类
24.609999999999992,茄类
13.664000000000001,茄类
24.132999999999996,茄类
14.937999999999999,茄类
